,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50
V34,-2.1776235e-05,-0.015356428,0.00285069,-1.594753e-05,2.4073915e-06,-4.4643908e-05,-0.00050862454,1.7224778e-05,0.00012882563,-6.428446e-05,5.3821623e-05,8.9685665e-05,-6.548682e-07,-5.252025e-05,3.110733e-05,-4.2453645e-05,-1.0429183e-06,0.016110823,-1.2317606e-05,1.0428233e-05,-4.528616e-05,4.1391868e-05,-0.01686485,-6.3799134e-06,-1.9636456e-05,-0.00011209156,-6.862278e-05,-3.4509576e-08,3.5374728e-06,3.6396115e-05,3.2311957e-06,-7.663278e-05,-0.00506855,2.1634354e-05,1.412381e-05,0.002031468,2.7049808e-05,-3.6999445e-05,-8.022122e-06,0.015055876,5.8670816e-05,9.9853234e-05,1.49499365e-05,-0.002850292,1.2540552e-05,-1.0877887e-05,1.776687e-05,-1.5156436e-05,-2.9373481e-07,3.6926776e-05
V35,3.8831444e-05,-5.372314e-05,-0.02314567,-0.004782278,1.9740819e-05,-0.026115581,-2.82333e-06,-0.00016118768,-3.903874e-05,-8.047307e-05,-2.04085e-05,-0.0015117959,-5.0802746e-06,-2.4154047e-05,2.5040286e-05,8.0669335e-05,-1.4376697e-05,-4.5054338e-05,-2.9581646e-05,7.3296897e-06,9.26913e-05,2.9666095e-05,3.6440528e-05,2.0313375e-05,-6.0710317e-05,-7.431865e-05,-2.0141099e-05,4.3786335e-05,2.8497461e-06,3.752126e-05,-8.3642284e-05,5.001653e-06,-4.3512624e-05,1.5754965e-06,8.689321e-06,1.8289007e-05,6.487443e-05,2.5749741e-05,-2.1278789e-05,-3.0421354e-05,3.1809468e-05,7.351253e-05,3.924529e-05,-2.8614777e-05,-4.5188943e-05,-4.0984738e-05,1.5818268e-06,4.300323e-05,-4.1321404e-05,3.3919394e-05
V36,8.068103e-05,0.016412213,0.0008050712,0.00010826491,-3.6936985e-05,3.8562113e-05,1.3166883e-05,-0.01995498,0.0028187977,-0.0021714517,-1.3196355e-05,1.526183e-05,-3.841047e-05,5.7301793e-05,1.1683729e-05,0.00010539217,-1.32749465e-05,-0.0009872373,3.2839773e-05,1.388227e-05,9.125474e-05,1.69421e-05,-8.286563e-06,-5.573861e-06,8.7721804e-05,-5.4031796e-05,3.485922e-05,-0.00011279991,1.2660683e-05,-2.0808493e-05,-5.29857e-06,3.7966816e-05,8.2812685e-06,-3.062441e-05,-4.890613e-05,3.2292082e-05,-7.155884e-05,4.101842e-05,8.0387435e-05,-3.1481155e-05,-6.7943525e-05,-3.7733476e-05,9.678365e-06,1.6215752e-05,8.065258e-06,7.642221e-06,-1.39221265e-05,1.5631522e-05,-4.739688e-05,-3.4163928e-05
V37,0.0022518663,-2.9275685e-05,0.008457938,2.4832416e-05,-5.1124793e-05,0.00045722237,-2.4776002e-05,-0.00011398868,0.0045348,-0.00083388574,-2.7734839e-05,-0.0030606196,-1.9658095e-05,-5.40545e-05,3.830366e-05,0.0011603456,0.00012300904,-2.015064e-06,3.7133854e-05,-8.045887e-06,1.4937247e-05,4.1748004e-05,1.2680964e-05,-7.57287e-05,9.207553e-05,7.669785e-05,-4.771188e-06,2.2491127e-05,9.0293115e-06,-5.192048e-05,0.006002288,0.0023502898,-4.072308e-06,2.9609895e-05,2.9576728e-05,7.0516453e-06,2.9121851e-05,3.6608533e-05,5.9153437e-05,-0.0033589106,-0.003066972,3.7587786e-05,-1.6438458e-05,7.313062e-05,6.264747e-05,-6.713561e-05,2.5515563e-05,-5.1147865e-05,-1.0684725e-05,-6.9475434e-05
V38,4.9453236e-05,-2.1990425e-05,0.048686117,-0.009130462,4.0577506e-05,-2.9605659e-05,3.4845125e-05,0.0004282986,9.423466e-05,0.0052717314,3.8988688e-05,3.277468e-05,-0.015999867,-5.4247284e-05,5.12949e-05,1.88699e-05,6.3176165e-05,-0.0017844397,-0.0013906277,-0.00045245557,-5.4685654e-05,-0.0028966884,4.3901364e-05,1.6738035e-05,2.822155e-06,3.144897e-05,9.579316e-06,-6.715449e-05,6.9146765e-05,1.0062516e-05,4.7802576e-05,-3.493002e-05,-2.4492156e-05,4.6970876e-05,-2.5232024e-05,-2.7512355e-05,-9.028929e-06,3.5339533e-05,-1.4776663e-05,-1.2777313e-05,6.828002e-05,-2.6782614e-05,-1.7127088e-05,-1.4449017e-05,-0.00014666986,4.1968956e-06,-2.519592e-05,-0.00010004865,-6.026114e-05,-8.2978426e-05
V39,0.0011460506,-4.539892e-05,-0.009470352,-8.3648876e-05,5.55835e-05,0.0049223593,7.881772e-05,-3.313096e-05,0.0022828772,-7.006359e-05,-1.3872534e-05,-0.020661442,-5.534652e-05,-3.9107832e-05,4.5703167e-05,1.8857405e-05,2.1788849e-06,8.1049475e-05,-0.0001147113,4.109286e-06,-2.0776839e-05,-1.1761197e-05,-3.4923996e-05,3.319461e-05,-1.8703962e-05,0.00013198167,6.611839e-05,-2.7398566e-05,-1.9484381e-05,5.0200808e-05,-0.003097881,1.8279592e-05,5.350001e-05,9.2177324e-05,-4.4852695e-05,-5.280014e-05,-4.90649e-05,-2.2171165e-05,-5.0539657e-05,6.0437556e-05,-6.71161e-05,-8.288165e-05,6.526432e-06,-1.083268e-05,5.721486e-05,8.2389415e-05,-7.084467e-05,-3.8432026e-05,5.5773216e-05,0.19395606
V40,0.006415962,-7.260614e-05,-1.2490711e-05,-5.5132023e-05,3.461103e-05,-0.00038441413,-1.1437239e-05,6.5395376e-05,3.2447668e-05,1.1992509e-05,3.204716e-05,0.00327112,4.754139e-05,0.00015768672,0.0064762593,4.948341e-05,3.489442e-05,-4.833282e-05,-6.8489484e-05,4.551317e-05,0.014184281,-1.591557e-05,7.568094e-05,8.606494e-05,-7.995478e-07,-2.1546175e-05,-1.7903825e-05,-0.000116910065,1.3880166e-05,2.2626715e-07,-5.9110043e-06,3.903388e-05,6.173717e-05,6.310731e-05,1.4509386e-05,-7.365115e-07,4.362956e-05,-3.0122661e-05,-4.0758136e-05,-2.1060881e-05,0.00010408828,-8.2793944e-05,-1.2207371e-05,4.0696377e-05,-4.2853448e-05,6.28007e-05,-3.458122e-05,-3.7715574e-05,-3.1481868e-05,-2.3948713e-05
V41,-0.0040162667,5.4407483e-06,-2.2676211e-05,-3.0044584e-05,3.7356958e-06,0.003014057,-2.0986245e-05,8.763492e-06,1.9990966e-05,9.043853e-05,2.2520085e-06,-0.013013195,-1.0448105e-05,1.2017562e-05,-2.5250647e-05,2.3064289e-05,2.1119777e-05,-5.3831835e-05,-4.7169757e-05,4.063129e-05,-1.3607964e-05,-1.706536e-05,2.9017621e-05,-9.021984e-06,-2.0956159e-05,-2.6472524e-05,-2.3468254e-05,-5.816939e-06,-7.268001e-06,-4.9885115e-05,-4.179411e-05,-4.578437e-05,-1.9827748e-05,-0.000104105886,2.2417405e-05,-2.1492693e-05,-1.9830302e-05,-7.1475165e-06,3.7077032e-05,-1.6571272e-05,4.7421057e-05,4.599332e-05,-1.9590057e-05,1.5243638e-05,4.9312588e-05,-8.2050916e-05,-1.5118515e-05,-2.6230173e-05,-4.0055642e-05,2.0177808e-05
V42,-0.014515186,7.6592965e-05,0.00010662202,7.525418e-05,-0.0001325792,2.689065e-06,0.02271694,-8.935988e-05,5.6142224e-05,1.0932178e-05,0.00011741607,0.00066093204,-3.0818537e-05,0.00085929834,-4.7266145e-05,-1.2151324e-06,7.061237e-05,0.0001012391,-0.00043492665,-0.00012965767,-6.882004e-05,-8.329588e-06,7.590722e-05,2.6920103e-05,0.0010633521,1.4145593e-05,3.1020958e-05,7.171833e-05,-5.526036e-05,-6.24668e-05,-7.2906834e-05,-0.0009585294,-0.024682213,9.206049e-06,-9.256705e-05,-2.9344212e-05,4.9269343e-05,5.714703e-06,-2.8909684e-05,6.7452136e-05,1.3725263e-05,-7.8438556e-05,1.0678367e-05,3.9606763e-05,4.8799357e-05,-1.8345693e-06,-4.843416e-05,6.22662e-05,-6.0140632e-05,4.7897556e-06
V43,8.432301e-05,-5.3175727e-06,-0.0066626677,-0.020112935,9.297848e-06,-3.4928205e-05,-3.670958e-06,1.2717805e-05,-1.8161725e-05,-3.1258e-05,-0.050846543,0.026991777,-9.305913e-05,-1.5634125e-05,2.7621627e-05,1.1821772e-06,3.489735e-05,9.928478e-05,-4.0430004e-05,3.574098e-05,2.9774897e-05,4.7123664e-05,-2.6880069e-05,-2.7133254e-05,8.033538e-06,7.0708535e-05,-5.6520956e-05,1.0997072e-05,-3.7051854e-05,-8.0519276e-05,1.4862825e-05,4.4378492e-05,3.085178e-05,2.9669613e-05,5.3517277e-05,1.681451e-05,-4.2625183e-05,5.3426495e-05,4.530259e-05,5.583132e-06,5.479442e-06,2.3821147e-05,-1.629075e-05,-7.528962e-05,-2.0419018e-05,1.38094665e-05,1.1579232e-05,-4.3706277e-06,4.416982e-05,3.7004e-05
V44,-0.0063126106,0.026537368,9.4770685e-06,0.0010115443,-1.27739795e-05,0.006520381,0.0027694306,-0.0049119717,-0.009491465,-0.035346486,-7.2619473e-06,-0.029931558,0.0034466013,-2.9439672e-05,-1.0400617e-05,2.5459478e-05,4.700453e-05,0.0020039063,-3.3164529e-06,0.00031491418,-0.0037303045,4.7121594e-05,0.00034594108,-0.0008871432,-1.4593662e-05,-0.002919166,-0.0077377153,1.09228085e-05,-5.6179804e-05,-5.0139433e-06,-7.7442855e-05,-0.00026808586,-3.936682e-05,-0.0019740781,1.2669963e-05,0.0009808788,-0.0001023161,7.208376e-05,-3.2416767e-05,-1.3471552e-05,7.4872536e-05,4.1592502e-05,-2.7545402e-05,5.392305e-05,-1.19522265e-05,0.49482927,-4.495099e-05,-7.311708e-05,3.6157948e-05,-2.6437442e-06
V45,0.0047197063,-0.000112853966,0.0016523441,0.0017620337,-3.375501e-05,-0.000116955576,-2.1169444e-05,1.7817698e-05,-8.623963e-06,-3.642116e-05,0.008391084,0.0015924395,-9.079762e-05,8.578099e-05,9.186705e-07,-2.9511402e-05,3.0340207e-06,-1.30690605e-05,2.592085e-05,-6.8425084e-05,-7.419958e-05,-1.806825e-05,2.6804966e-05,3.0339086e-05,-0.0018105855,-6.091549e-05,-0.0010119368,-2.7483018e-06,-0.000110812136,-0.0006120697,-0.020083353,2.6956406e-05,3.0288504e-05,4.03271e-05,-7.61746e-05,-8.1355014e-05,0.00010939804,5.1401697e-05,1.6882203e-05,-3.7195161e-06,-8.67791e-06,-2.4000951e-06,-7.4578595e-05,-7.8812955e-06,-7.594856e-05,1.7962382e-05,3.0849544e-05,-7.895947e-05,-4.784682e-07,-6.318691e-06
V46,-2.9438228e-05,-3.2982003e-05,-4.5038314e-06,-0.02780083,-1.7915783e-05,1.8082279e-05,0.00066050945,-0.0011440257,-1.6512104e-05,3.2502034e-05,3.2442807e-05,1.6147193e-05,2.2920485e-05,4.3306278e-05,1.5056257e-05,-1.0710255e-05,5.438331e-05,3.838791e-05,7.899025e-05,-8.552636e-05,-8.5557054e-05,6.8667384e-07,-0.00027058672,6.3977284e-05,-6.523095e-05,0.00011301422,0.00043589593,3.2943837e-05,-1.4593938e-05,6.041166e-05,-3.8802762e-05,-7.6526456e-05,-1.3528257e-05,-4.59111e-06,-3.1378702e-05,3.0871806e-06,1.4575049e-05,0.00011765632,4.7584446e-05,6.158199e-05,3.733166e-05,9.9417215e-05,-8.0784725e-05,0.011494878,-5.1089497e-05,3.7143538e-05,-5.668031e-05,4.489987e-05,1.7427776e-05,5.292387e-05
V47,4.9614697e-05,-5.510519e-05,-1.49521375e-05,-7.793842e-05,2.5176898e-05,-0.0031830797,-2.559727e-05,-2.2182876e-05,-0.0064121997,-0.0118363695,1.5621774e-05,2.6738066e-06,9.502987e-06,-5.154037e-05,-3.6414458e-05,-1.8676335e-05,-3.4526525e-05,3.0375946e-05,-7.864334e-06,5.4748376e-05,3.792038e-05,-7.4681805e-07,-0.0026575495,-5.060863e-05,-1.3582681e-05,7.013115e-06,-4.587351e-05,6.12372e-05,1.5713521e-06,5.5707147e-05,-7.0667964e-05,9.200244e-05,5.401564e-05,-2.9103527e-05,-1.6513295e-05,-7.691015e-06,3.648288e-05,-3.0541163e-05,2.8425216e-05,-7.569792e-05,-0.0001235096,-6.629861e-05,8.9771864e-05,-7.0325696e-05,-8.03375e-05,8.5548454e-05,6.730711e-06,3.54333e-05,-9.994841e-06,1.5824735e-05
V48,-0.05933919,-3.1440264e-05,0.012207233,8.3262166e-05,0.00011973688,-0.036607992,1.3167554e-05,5.2111423e-05,0.00019798243,0.000224877,1.2976511e-06,-0.009279552,-3.510793e-05,-4.0062114e-06,3.581006e-05,3.650511e-06,-5.7655703e-05,-0.005406107,2.2183272e-05,8.987677e-05,2.1110758e-05,-0.00012414459,6.44892e-05,7.724455e-05,-0.0013741793,0.00021176125,0.0001229611,-6.668898e-06,4.4617453e-05,-8.012982e-06,0.0026039362,-0.00083913375,-1.1991045e-05,-0.000112502785,0.00057243183,5.3459135e-05,-5.542211e-05,-4.76745e-08,-0.00026794992,7.6443415e-05,0.00016126242,3.111796e-05,1.5300575e-06,-2.055566e-05,-0.00012258562,-3.2961383e-05,-4.5539156e-05,-3.5197976e-05,3.26509e-05,2.4527746e-05
V49,-3.0026837e-05,-4.887025e-05,-4.5813318e-05,-0.009479883,1.4306114e-05,2.54197e-05,4.7627556e-05,0.008393371,5.006329e-05,-0.00359213,6.260047e-05,6.190023e-05,-2.283103e-05,-4.693916e-05,-1.3516061e-05,9.735769e-06,-0.002262333,1.830953e-05,-9.4707764e-05,5.3332715e-05,3.9431758e-05,1.684863e-05,-1.3779714e-05,1.0371624e-05,-5.047899e-06,3.2931322e-05,3.681374e-05,1.1071988e-06,-2.58424e-05,-0.00010357263,-1.131604e-05,-4.798287e-05,-7.434564e-05,4.7954385e-05,1.4600569e-06,4.2443324e-05,-1.21209105e-05,1.0581197e-05,8.6675784e-05,-7.1776834e-05,-4.08596e-05,-2.003522e-06,-3.1218722e-05,1.795824e-05,-0.000105496074,2.3045368e-05,3.394175e-05,-5.841251e-05,0.00013197302,2.7867562e-05
V50,4.5751196e-05,-0.012555363,0.0005064002,-4.6606907e-05,-1.8680568e-05,0.0005740157,0.00020757012,6.445653e-05,-0.00031902335,-2.1551854e-05,0.0027862324,-0.0044774977,0.00044799258,-0.0010792,2.5148262e-05,-0.00015539795,0.00094593177,-0.00011841764,-0.0006532029,0.00026901325,2.0944162e-05,0.00017960308,0.00013107817,-0.0018166658,-0.00014383814,0.0006046247,-0.00010931805,-0.00084826705,0.0001508286,-6.2933424e-05,-2.1850487e-06,0.0006440663,0.00017898832,-0.00012318208,-0.00015085361,0.0022544381,0.0008518633,-0.0004181541,-0.0011033183,0.00013990741,0.002177611,0.003133617,0.00023227737,-6.464621e-05,6.9533424e-05,-1.2144106e-05,-0.00023262919,0.0003916243,0.00010257555,-3.763616e-05
